key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,47 + 13 - 7 = 53?,,,left,0,11,11,11,1,RESPONSE RECORDED,1,left,3.2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,2 x 40 + 3 = 84?,,,right,0,12,12,6,1,RESPONSE RECORDED,0,right,2.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,6 - 58 + 11 = -41?,,,,0,13,13,3,1,RESPONSE RECORDED,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,RESPONSE RECORDED,0,right,,space,7.6812,right,2.1125,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,3.1831,0,1,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,,,right,3.1013,0,2,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,7 - 8 - 9 = -11?,,,,,,,,,SPEED UP,0,right,,,,right,3.011,0,3,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,CONCENTRATE,1,left,,,,right,3.5223,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,TRY HARDER,0,right,,,,right,3.2009,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,PAY ATTENTION,0,right,,,,right,2.0315,0,6,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,GO FASTER,1,left,,,,right,2.6681,0,7,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,2.1495,0,8,8,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,3.2589,0,9,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,RESPONSE RECORDED,1,left,,,,right,2.9353,0,10,10,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,2.9164,0,11,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,56 - 6 x 3 = 33?,,,,,,,,,SPEED UP,0,right,,,,right,2.153,0,12,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,2.655,0,13,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Thank you for deciding to finish the tasks, it is much appreciated! Your effort is valued.

Press space to continue",,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.5504,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.7145,right,1.2534,0,0,0,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3751,0,1,1,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.797,0,2,2,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8294,0,3,3,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.7046,0,4,4,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7989,0,5,5,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2005,0,6,6,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9795,0,7,7,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8548,0,8,8,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9767,0,9,9,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.3346,0,10,10,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7476,0,11,11,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7719,0,12,12,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3661,0,13,13,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0168,0,14,14,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.37,0,15,15,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9157,0,16,16,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0331,0,17,17,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0939,0,18,18,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9377,0,19,19,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1146,0,20,20,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9986,0,21,21,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.6584,0,22,22,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4917,0,23,23,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0396,0,24,24,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8458,0,25,25,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0164,0,26,26,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.784,0,27,27,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.8085,5,4.5804,0,0,0,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.2069,0,1,1,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.408,0,2,2,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9.6037,0,3,3,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,Philip,man,24,10-12h,2021-12-02_20h49.38.753,bachelor,2021.2.3,Win32,60.0132029,IwAR2QXWwh8gZK1koYfP-KWOSWoIu4Ii1ih1T5WzlYDBDafJno2SPmhK0a36w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,29.0868,space,5.7277
